module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M11A,M11A.11.9(a),,1. What is the primary purpose of anti-collision beacon lights?,To illuminate the runway during landing,To serve as attention-getters and warn of aircraft presence,To provide interior cabin lighting,,To serve as attention-getters and warn of aircraft presence,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What is the primary purpose of anti-collision beacon lights?"", ""question"": ""1. What is the primary purpose of anti-collision beacon lights?"", ""options"": [""To illuminate the runway during landing"", ""To serve as attention-getters and warn of aircraft presence"", ""To provide interior cabin lighting""], ""correct"": ""To serve as attention-getters and warn of aircraft presence"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,2. Where are anti-collision lights typically mounted on the aircraft?,On the wingtips only,"Top and bottom of the fuselage, aft of the wing leading edge",Only on the vertical stabilizer,,"Top and bottom of the fuselage, aft of the wing leading edge",MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. Where are anti-collision lights typically mounted on the aircraft?"", ""question"": ""2. Where are anti-collision lights typically mounted on the aircraft?"", ""options"": [""On the wingtips only"", ""Top and bottom of the fuselage, aft of the wing leading edge"", ""Only on the vertical stabilizer""], ""correct"": ""Top and bottom of the fuselage, aft of the wing leading edge"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(b),,3. What type of light source is used for anti-collision lights?,Red Incandescent bulbs,LED strips,Strobe lights covered with red lenses,,Strobe lights covered with red lenses,MEDIUM,,,,REVIEWED,Fixed: anti-collision lights are strobe lights,1,Module 11 Rans.pdf,"{""raw"": ""3. What type of light source is used for anti-collision lights?"", ""question"": ""3. What type of light source is used for anti-collision lights?"", ""options"": [""Red Incandescent bulbs"", ""LED strips"", ""Strobe lights covered with red lenses""], ""correct"": ""Strobe lights covered with red lenses"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,4. When are the anti-collision beacons typically activated?,Only during night flights,Just before engine start until after last engine shutdown,Only when the aircraft is in flight,,Just before engine start until after last engine shutdown,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. When are the anti-collision beacons typically activated?"", ""question"": ""4. When are the anti-collision beacons typically activated?"", ""options"": [""Only during night flights"", ""Just before engine start until after last engine shutdown"", ""Only when the aircraft is in flight""], ""correct"": ""Just before engine start until after last engine shutdown"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(d),,5. What safety function do the beacons serve for ground personnel?,They indicate cabin door status,They warn that engines are operational,They show fuel quantity levels,,They indicate cabin door status,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What safety function do the beacons serve for ground personnel?"", ""question"": ""5. What safety function do the beacons serve for ground personnel?"", ""options"": [""They indicate cabin door status"", ""They warn that engines are operational"", ""They show fuel quantity levels""], ""correct"": ""They indicate cabin door status"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(d)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,1. What color are the anti-collision beacon lenses?,Clear/white,Red,Blue,,Clear/white,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What color are the anti-collision beacon lenses?"", ""question"": ""1. What color are the anti-collision beacon lenses?"", ""options"": [""Clear/white"", ""Red"", ""Blue""], ""correct"": ""Clear/white"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(d),,2. How do anti-collision lights help other aircraft?,By indicating the aircraft's heading,By making the aircraft more visible and identifiable,By showing the aircraft's altitude,,By making the aircraft more visible and identifiable,MEDIUM,,,,REVIEWED,Final KB direct (score=2),1,Module 11 Rans.pdf,"{""raw"": ""2. How do anti-collision lights help other aircraft?"", ""question"": ""2. How do anti-collision lights help other aircraft?"", ""options"": [""By indicating the aircraft's heading"", ""By making the aircraft more visible and identifiable"", ""By showing the aircraft's altitude""], ""correct"": ""By making the aircraft more visible and identifiable"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(d)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(d),,"3. When viewed from the ground, what does an active anti-collision light indicate?",The aircraft is preparing for takeoff,The engines are operational,The cabin is pressurized,,The aircraft is preparing for takeoff,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. When viewed from the ground, what does an active anti-collision light indicate?"", ""question"": ""3. When viewed from the ground, what does an active anti-collision light indicate?"", ""options"": [""The aircraft is preparing for takeoff"", ""The engines are operational"", ""The cabin is pressurized""], ""correct"": ""The aircraft is preparing for takeoff"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(d)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,4. What is the typical mounting position relative to the wings?,Forward of the wing leading edge,At the wingtips,Aft of the wing leading edge,,Forward of the wing leading edge,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. What is the typical mounting position relative to the wings?"", ""question"": ""4. What is the typical mounting position relative to the wings?"", ""options"": [""Forward of the wing leading edge"", ""At the wingtips"", ""Aft of the wing leading edge""], ""correct"": ""Forward of the wing leading edge"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,5. What is the visual characteristic of anti-collision lights?,Steady illumination,Flashing/strobe pattern,Slowly pulsing light,,Slowly pulsing light,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What is the visual characteristic of anti-collision lights?"", ""question"": ""5. What is the visual characteristic of anti-collision lights?"", ""options"": [""Steady illumination"", ""Flashing/strobe pattern"", ""Slowly pulsing light""], ""correct"": ""Slowly pulsing light"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,1. Where are high-intensity strobe lights typically located on aircraft?,Only on the vertical stabilizer,On each wingtip,Along the fuselage belly,,Along the fuselage belly,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. Where are high-intensity strobe lights typically located on aircraft?"", ""question"": ""1. Where are high-intensity strobe lights typically located on aircraft?"", ""options"": [""Only on the vertical stabilizer"", ""On each wingtip"", ""Along the fuselage belly""], ""correct"": ""Along the fuselage belly"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.9(a),,2. What is the primary purpose of strobe lights?,To illuminate the cabin,To attract attention during flight,To indicate engine status,,To indicate engine status,EASY,,,,REVIEWED,Rans only (no corpus confirm),1,Module 11 Rans.pdf,"{""raw"": ""2. What is the primary purpose of strobe lights?"", ""question"": ""2. What is the primary purpose of strobe lights?"", ""options"": [""To illuminate the cabin"", ""To attract attention during flight"", ""To indicate engine status""], ""correct"": ""To indicate engine status"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,3. What is the typical flash rate of aircraft strobe lights?,20 flashes per minute,60 flashes per minute,100 flashes per minute,,20 flashes per minute,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What is the typical flash rate of aircraft strobe lights?"", ""question"": ""3. What is the typical flash rate of aircraft strobe lights?"", ""options"": [""20 flashes per minute"", ""60 flashes per minute"", ""100 flashes per minute""], ""correct"": ""20 flashes per minute"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,4. What voltage is typically produced in the strobe light capacitor?,28V DC,115V AC,Around 450V DC,,Around 450V DC,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. What voltage is typically produced in the strobe light capacitor?"", ""question"": ""4. What voltage is typically produced in the strobe light capacitor?"", ""options"": [""28V DC"", ""115V AC"", ""Around 450V DC""], ""correct"": ""Around 450V DC"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.06,,5. Why should you not handle a strobe light immediately after power removal?,Due to residual high voltage,Because of hot surface temperatures,To avoid radio interference,,Due to residual high voltage,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. Why should you not handle a strobe light immediately after power removal?"", ""question"": ""5. Why should you not handle a strobe light immediately after power removal?"", ""options"": [""Due to residual high voltage"", ""Because of hot surface temperatures"", ""To avoid radio interference""], ""correct"": ""Due to residual high voltage"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.06"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,1. What gas is contained in the strobe light flash tube?,Oxygen,Neon,Argon,,Oxygen,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What gas is contained in the strobe light flash tube?"", ""question"": ""1. What gas is contained in the strobe light flash tube?"", ""options"": [""Oxygen"", ""Neon"", ""Argon""], ""correct"": ""Oxygen"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,2. What is the color of aircraft strobe lights?,Red,White,Blue,,Red,EASY,,,,REVIEWED,Rans + corpus confirm,1,Module 11 Rans.pdf,"{""raw"": ""2. What is the color of aircraft strobe lights?"", ""question"": ""2. What is the color of aircraft strobe lights?"", ""options"": [""Red"", ""White"", ""Blue""], ""correct"": ""Red"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(d),,3. What safety precaution applies when handling new flash tubes?,Must be cooled before handling,Should not be touched with bare hands,Require special grounding straps,,Require special grounding straps,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What safety precaution applies when handling new flash tubes?"", ""question"": ""3. What safety precaution applies when handling new flash tubes?"", ""options"": [""Must be cooled before handling"", ""Should not be touched with bare hands"", ""Require special grounding straps""], ""correct"": ""Require special grounding straps"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(d)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
